time_points	1	2	3	4	5	6	7	8	9	10	11	12	13	14
PLK1	5.2992975	8.48185375	13.28073125	18.038775	17.6858625	15.4445875	11.28590375	6.357885	12.38044	18.972475	18.7064375	17.9203375	9.1859475	7.5758
CCNB1	10.10155125	16.7999875	22.6767875	32.523975	36.354	27.6188125	19.4386625	9.04522	18.147725	28.1193	28.67195	33.6927125	18.48135	11.839215
CKS2	8.77751	13.7822875	17.18575	21.934125	25.985425	18.7061875	12.94281375	10.0186425	19.2181625	25.3653125	25.850125	23.9863375	14.6333	11.88886125
FAM64A	1.34597575	1.2820775	2.13628	3.27835375	3.31902	2.67353625	1.54469725	1.25242675	3.01873125	3.2741775	3.41605375	2.6359675	1.50869125	0.965180625
TPX2	5.1860625	7.42430375	9.6620575	12.4985125	13.5143875	11.04259375	6.732055	5.05120625	10.4513925	12.84189	13.53385	12.69565	6.7954275	5.60350375
BUB1	2.86735125	2.9455225	4.4098725	5.00229125	5.3851725	4.424795	3.358775	2.14433625	4.07632125	5.809105	5.4663925	5.921355	3.48955125	2.563875
KPNA2	27.4897	33.4137125	40.582325	56.632625	54.2106	28.088825	22.382125	16.96305	44.639025	59.344625	49.834225	55.8002	19.9009	21.4059875
NEK2	2.251045	2.45344875	2.95211875	4.3214625	3.6281175	3.00860625	2.181365	1.460653125	2.8805325	3.2828725	3.413315	4.04235625	1.96025	1.378934375
UBE2S	8.2781075	12.4781125	17.18175	23.725075	24.6765125	25.914475	16.9609625	11.8548375	15.4900125	22.1115125	24.455425	21.075	20.424675	15.002525
CDCA3	2.14370625	3.42183	4.0689175	4.77768125	5.03799375	2.598675	1.56556925	1.7566075	3.86648	4.6948875	4.62644	3.697325	2.03135	1.919822
MKI67	1.78699125	3.208885	3.85070375	5.30806375	4.30474	3.59629875	2.38658375	2.80770875	4.895605	5.97483625	5.2492775	4.64263875	2.81451875	2.9695425
CDC25C	0.833870625	0.91328975	0.806181625	1.258373125	1.2255465	1.022568875	0.727530125	0.504478125	1.0419775	1.72783375	1.49770875	1.691114125	0.840727625	0.540619375
CDC20	8.99024125	12.54732625	20.7156125	22.15605	31.4369375	29.2535	21.242775	10.80068625	18.9231375	23.962325	26.2957875	21.6397125	16.5594125	11.48565
CKAP2	2.026894	2.49911875	2.77723875	3.3574325	3.5422425	2.2200175	1.94010625	2.224805625	3.26360125	2.92013	3.575285	3.55185375	1.37355125	1.80697125
CEP55	3.15952375	3.89763375	4.1379225	7.7274175	6.52798625	4.96873375	4.3697375	2.9984475	5.7487075	5.27133375	7.30569	6.06405125	2.926295	3.46311
SMC4	6.46821875	7.82907125	8.9662925	15.0312975	11.73282375	10.1636875	9.0353175	6.64375875	14.10598	11.63159	14.828085	20.723675	9.56522	9.18952625
PRR11	4.27120375	5.10187375	6.62808	10.61714875	8.17035125	7.828715	6.0033425	4.37887875	6.90964375	7.84454375	8.485785	9.14551375	5.60770625	5.06750375
DLGAP5	2.57489625	3.18273625	3.678885	4.68427	5.34231	4.01901	4.14723375	2.16530875	3.59171375	5.08873125	5.60874875	5.68982875	3.27131125	2.1837475
ECT2	4.7311375	5.28217125	5.7336225	7.89850375	8.06934875	5.4988625	5.34337375	3.46046	6.2369975	6.4684675	6.32724375	8.9746025	4.6800475	3.59136875
BTN3A2	1.110655375	1.089298625	1.312641	1.8545565	0.89538425	1.307551	1.27098075	0.867806875	1.1219585	1.2789675	1.647043125	2.01511875	1.303481125	1.06742625
NFATC3	0.788726	0.87955725	0.938600375	1.4557395	1.247302375	0.79650775	0.86081	0.750268125	0.691423	1.102771	1.033021	1.053496438	1.073971875	0.81461425
CDIP1	2.7947	2.340455	3.0827525	4.5518325	3.47050125	2.06682	2.22721375	2.3876075	1.87881125	3.2565675	4.50768875	3.568303125	2.6289175	2.855835
CKAP5	7.14955375	8.97000875	11.59841	15.3941875	13.90385	10.807075	10.93512875	6.29466375	9.4064125	12.01312125	12.62071375	14.32228375	7.3496175	6.658535
SLMAP	3.6072025	4.84565875	4.21546875	5.409195	5.1441825	4.17874	3.70715625	3.42090625	3.68352875	4.54249375	5.00762625	5.53523	3.4302425	3.15771375
MTMR6	0.360593	0.289326875	0.3938875	0.621916	0.45852525	0.300748375	0.325137163	0.251005088	0.364270875	0.40801875	0.325795375	0.488675875	0.378951438	0.269227
ANLN	18.61405	20.3373	28.9986125	37.389125	38.3972625	30.544725	23.932575	17.9100375	32.5024375	41.2544	37.7531	41.593325	20.234175	18.6963125
TRA2A	11.2658075	13.43288375	15.51695	27.5801125	21.1561875	16.1937	15.9138875	14.1204375	20.9941375	20.2927375	22.910325	21.92135	14.853125	19.46875
MARCKS	3.03479125	2.3842	2.73223	3.92438625	4.1802775	3.25981	3.1232775	2.65973	3.70095125	3.9298725	5.03786625	4.926005	3.9931125	4.04047
FAM126A	1.185829625	1.241451	1.297072375	2.51046875	1.6425365	1.482420625	1.543625	1.29510125	1.375908625	0.987298625	2.18938625	1.4830865	1.397950375	1.145335125
CC2D2A	1.543438125	1.6096845	1.6933775	2.19519	1.9673385	1.27314475	1.27282275	1.27250075	1.5265495	1.709438125	2.28962875	2.4528445	1.5923775	1.301852125
XRCC4	3.81592375	4.22999625	3.96029125	4.91516375	4.83698625	3.93296375	3.707135	3.072735	3.90909875	4.818665	5.06437625	5.17820875	3.60905375	3.449865
HNRPLL	3.39008625	3.04504125	3.47162125	5.0966575	3.76829875	3.69657875	3.6676925	2.74105125	3.391005	3.868835	4.62427	4.28726	3.11698875	3.42236
PARPBP	0.80969	0.803183	0.86175675	1.21553675	0.890546375	0.693072625	0.74299375	0.623758125	1.171973125	0.950034375	1.182837375	1.380172875	0.81300675	0.674814625
ACSL3	4.18640875	5.02317	4.740515	5.86800125	6.960405	5.47497625	5.29027375	4.031695	4.59875125	5.58102375	6.87572	7.124795	4.5716125	5.3750375
NUDT4	1.460101125	1.51884625	1.694285	2.44925125	2.3543225	1.87793125	1.59619375	1.305406	1.81844375	2.05000875	1.95441375	1.8569275	1.366500375	1.27669575
TAF1A	0.433142	0.66922375	0.595762	1.187404375	0.83680925	0.588618625	0.691927875	0.441227	0.560799875	0.574424	0.745664125	0.799142875	0.659358875	0.629435125
SKA2	4.35454625	4.3786575	5.17953625	7.55614125	6.69686125	3.83499125	4.883085	4.76159125	4.864005625	4.96642	4.5583825	7.88543375	4.330435	4.64844625
CCDC18	1.865656125	1.71689625	1.58430875	2.81442875	2.420825	1.99887925	2.226140625	1.461721375	2.40891	2.1892775	2.8520925	2.45833	1.76399675	1.725412
AC004797.1	4.31318875	4.21416875	4.43016375	5.5180275	5.98695375	4.52258875	4.5198	3.80871375	4.50313625	4.82814125	5.60981375	6.491695	3.660985	4.42472625
GPBP1L1	3.3450725	3.26278125	4.07770375	6.16496625	4.58304375	3.735035	4.24423125	3.0918825	4.78542	4.56555	5.151675	5.1402825	3.47886	3.79683625
RP11-122A3.2	1.489928125	1.551776875	1.423692875	2.29843	1.69111375	1.518466	1.4404605	1.195796125	1.61222375	2.08531625	1.84941875	2.5078075	1.4682485	1.40991825
NUDT4P1	2.21054625	2.7430525	3.09956875	4.72561875	3.99982625	3.49767	3.5416275	2.872765	2.55022875	3.4391725	3.53949	3.3797725	2.74356625	2.458855
FBXW11	5.1524725	3.767725	4.13806625	5.56277875	6.343375	3.42072625	3.258325625	3.095925	4.18461	5.891365	6.148258125	6.40515125	3.97972	4.85394
DDHD1	0.415446625	0.401897125	0.5126285	0.832733625	0.64733675	0.409569375	0.366330563	0.32309175	0.485545875	0.47271425	0.491285375	0.528305375	0.421704	0.46716625
SCLT1	0.88084975	1.22772325	0.936843375	1.31122875	1.50380075	1.012768375	0.92101775	0.728428125	1.1972755	1.185898125	1.107594125	1.7191695	0.864329	1.0332365
CCDC88A	1.878703125	2.895855	2.87374125	3.84558625	2.9179575	2.452535	2.18230375	1.954625	2.39274875	2.68242875	3.373515	3.4853325	1.607016375	2.51767375
TP53RK	0.52791675	0.665574625	0.637722375	0.930757125	0.8219645	0.649716	0.641027875	0.541084625	0.64373225	0.78970775	0.789749625	0.6906885	0.702006125	0.657662125
CLASP2	2.2586575	2.134311	2.7755275	3.58193125	2.9029575	3.04875125	3.46723875	2.63105	2.402325	3.18152875	3.646205	4.228595	2.38698625	2.43305575
RMND5A	1.1480975	1.465939375	1.047282	1.626829125	1.136628375	1.118370625	1.018195563	0.9180205	0.77005475	1.26618675	1.515076875	1.4596435	1.07814725	0.84628425
EIF4E	6.95804	7.409595	6.3263275	9.7122425	9.81384375	7.15478625	7.2729375	5.74383	7.54785375	8.11158375	8.04156625	9.96720625	5.99026625	6.90990625
TMEM19	1.67486	1.4040915	1.94961125	2.08704	1.587125625	1.541573625	1.272927875	1.338660875	1.59771875	1.854145875	2.804435	2.164059438	1.523683875	1.447789875
RSF1	4.55385375	4.8240275	3.98134375	5.5784025	6.4269275	5.4756375	5.395585	5.3084125	5.191575	5.3558375	6.19571625	8.03379	5.71570375	4.8290775
MGAT2	0.915457625	1.0612095	1.28687875	1.47145	1.26480375	1.1918935	0.970831875	0.997402875	1.27913375	1.1617995	1.245139125	1.48637325	1.193345	1.04682575
USP6NL	0.2825545	0.313523125	0.38217825	0.46952275	0.40195675	0.337802375	0.363102875	0.311040125	0.411041375	0.397626	0.43097125	0.445203625	0.379907125	0.400329625
TYW5	0.422226	0.27870325	0.339485375	0.37026835	0.476753375	0.340921375	0.317508	0.241688125	0.354759625	0.42691625	0.418280875	0.581179375	0.258885125	0.33959175
BAG2	2.64043875	2.5426375	3.0407825	3.23576625	3.023795	2.34199875	2.18765875	1.8444575	2.42159125	2.85178625	2.91321	3.6964075	2.54315625	2.601525
ZBTB7A	0.93561725	1.22530125	1.21546125	1.573515	1.41596875	1.26258625	0.992309375	1.015903125	1.24686375	1.314566875	1.4623825	1.244390625	1.32334125	1.3933125
TRIP10	5.7339025	4.34773	5.00626125	6.5257075	5.71029625	5.18798	4.7220025	4.20386125	4.76142375	5.46697625	5.89777375	6.44266625	5.16695125	4.75475
FBXO38	3.82673375	3.74164125	2.9512375	4.013030625	5.07482375	3.82402625	3.7591025	3.20992125	3.64271875	4.67673125	4.35761875	5.34534125	3.59469875	3.35231125
RABGGTB	7.636705	8.84117375	7.8047775	10.79565875	11.9216175	9.75131625	10.42265875	7.339995	8.322685	9.6129325	9.67029875	12.5230425	8.40509875	7.14775125
TTC4	1.591725375	1.64270275	2.010509875	1.733065	2.121603875	1.628419125	1.71233875	1.291538	1.8604175	2.14531125	2.49789125	2.2828615	1.602361875	1.40381075
DNAJA4	0.80179225	1.29857425	1.3230665	1.79934025	1.120529	1.053994625	0.845977375	0.637960125	1.06288675	1.183536	1.225706125	1.306959	0.921369875	0.721131
ARHGAP5	1.718676	1.411269875	1.5529875	2.49783325	2.08228	1.576102375	1.56066525	1.09535275	2.13337125	1.643121375	1.4928015	2.6646575	1.460915375	1.854889
RB1CC1	1.722829125	1.50584575	1.932305	2.01936875	1.94312	1.91282625	2.02377725	1.325474625	1.94035625	1.814455375	2.287817	3.487805	2.2179835	2.470005
LRIF1	0.819415	1.186068875	1.1309215	1.472297	1.382151875	0.930711	0.962707125	0.881036875	1.42650375	1.1904025	1.425565125	1.264130625	0.86703225	0.7997405
KIF15	1.44760875	1.226041	1.68287625	1.591784875	2.059473625	1.82730925	1.406528875	1.3574775	2.11095375	1.83988125	2.049371125	2.27234375	1.336780875	1.366636625
FASTKD1	2.63299175	1.9518885	1.784561125	3.24476625	2.5136475	2.467122875	2.51351625	1.577772875	1.694432375	1.54974225	3.01448375	3.187717875	1.87636	1.4746375
UPF3A	2.84471875	2.54375125	2.12307375	2.66245	3.21034375	2.82404125	2.6288725	2.26804625	2.8421175	2.5991075	3.770945	3.97899875	2.93299875	2.699795
KIAA0528	2.273735	1.779185	1.588591	2.765646	2.107602375	1.7437745	1.713866875	1.784192875	1.582686125	2.77028375	2.4624825	2.3696575	2.04886375	1.3125685
VRK2	0.940811375	1.216916625	1.12103925	1.73872325	1.317227125	1.16184725	1.5585	1.370000125	1.51737625	1.21624125	1.90070875	1.84108825	1.3623415	1.141773
C20orf112	0.975573875	0.740693875	0.961158813	1.18162375	0.826706625	1.089892625	0.8195595	0.97083625	1.203504375	1.366558063	1.52961175	2.4319365	0.852065875	1.05376025
SENP6	2.58108875	2.89100625	2.574915	3.21846	3.66575625	2.9746975	3.210225	2.38668375	3.00146875	3.0595475	2.82312625	4.18938375	2.550725	2.1226525
GRK5	1.4102125	1.6890075	2.259695	2.08598875	2.058065	1.98745625	1.528053875	1.79924	1.96443625	1.99180375	2.2792575	2.3626725	1.74913125	1.339948375
WDR41	2.97724	3.05959625	2.59049375	5.6659125	3.07305375	2.80562625	2.49489625	2.96193375	3.28663	3.75869	3.962505	4.85788125	2.78512375	3.22796625
PPTC7	0.349223625	0.45994025	0.368268	0.481882625	0.46321675	0.332508375	0.3823055	0.265895625	0.328200375	0.376269	0.434210625	0.5933425	0.303046625	0.384510125
CD2AP	1.44270725	1.7712525	1.24854875	1.88929125	2.0536975	1.71979625	1.714665	1.41048875	1.95893625	1.92901875	1.82670625	4.39015	1.57059625	1.516625
C16orf70	1.485549625	1.38534825	1.143297625	1.40087225	1.62761625	1.347208375	0.981647375	1.35933475	1.24252475	1.41801	1.780632438	2.143254875	1.11102325	1.07745475
TOM1L2	2.4536275	2.85871125	3.4186275	3.77475875	3.29208	3.05381375	2.73650875	2.479845	2.7240725	2.78914	2.8861275	3.49133875	2.7064425	2.129805
SPRYD3	2.49487875	3.2767625	3.75306125	4.78980125	3.6128025	2.953595	2.71608	2.48125875	2.71662	3.19661875	2.73663875	2.52654625	3.15113375	2.13120825
DDX10	5.94762125	8.691725	7.21225125	8.32085	12.83180375	8.2698775	6.99313875	5.5929925	6.05876125	7.744625	6.8780275	7.814235	4.7721275	5.47882125
DNAJC2	7.51498	7.7020175	6.3830225	9.95287125	10.35885125	6.23111875	7.3656325	5.36264875	6.81581	6.8059125	7.1780175	9.50849875	5.7017475	5.99180125
FBXO11	3.07197125	3.11315375	3.8078475	4.4762	4.48978125	3.86245125	3.47996625	4.12468875	3.6272	5.67021875	5.29526625	5.01463375	3.731415	3.44187125
GEMIN6	1.081003375	1.1282	1.34185775	1.431566	1.35525975	0.917727125	0.804138625	0.914182	1.177566125	1.12074025	1.063914375	1.48754375	1.02068275	0.6974175
BIRC6	2.2382525	2.32504625	1.86134275	3.38852025	2.23525125	1.72315375	2.53298875	2.04371125	2.463255	2.88279875	2.701322125	4.276665	2.21773875	1.822458
RPP38	1.060402375	0.8039845	1.003597625	0.98296425	1.03070075	0.888211	0.91412325	0.700707375	0.80213425	0.974522375	0.62459425	1.56964475	0.92834425	0.638816875
RP11-350F4.2	0.117931075	0.112063813	0.124814738	0.123756188	0.15065645	0.0992511	0.098733581	0.098216063	0.122316125	0.138658213	0.110603613	0.204767188	0.0894365	0.0815418
XPO1	30.4810875	32.831875	34.352475	47.6764625	41.4196625	33.68385	33.6778875	28.0211875	49.8842875	43.4701	38.6063625	59.5329625	26.6389	35.256975
AGL	0.610523	0.97491	0.746902	0.897554	1.021160875	0.693377625	0.764393875	0.586050125	0.86218175	0.846636188	0.831090625	1.025705	0.820138375	0.804259
NRAS	1.84674875	1.944055	1.92529625	2.38221125	2.38130625	2.13446875	2.18410875	1.5269725	1.8892875	1.97584625	2.01187875	2.40188625	1.67200625	1.6189725
WDR12	9.52911875	8.93029	7.96353875	9.713985	10.29204875	8.5828125	8.09421875	6.9690775	7.81718125	7.66304125	8.5157075	10.26642875	8.43634	6.200205
SLC19A2	0.50166175	0.59762425	0.52302125	0.705478625	0.57672	0.447991375	0.437937625	0.36523275	0.467434375	0.443501125	0.532621	0.664499875	0.406053375	0.356818
MPP6	1.414327375	1.57296925	1.731611125	3.1324575	2.0466675	1.62037875	1.8134325	1.54314625	1.318508375	1.86460125	1.65494875	2.03361875	1.7828825	1.87868625
NAA15	3.14443	3.233945	3.23656875	5.83772125	5.09610375	3.613085	3.25618625	2.91490875	3.38246875	3.92678875	4.01749	4.213845	2.9849275	4.262055
ARHGAP21	5.66205125	4.83348125	3.83121625	4.61197375	5.85321	4.14684875	5.05691625	3.24064875	4.40480125	5.83433	6.485005	7.51535875	4.31877375	3.85166625
RAD50	3.39894375	3.06350625	3.1391175	4.67873625	3.879025	2.71286375	3.39714375	2.0036	3.23990875	3.3961325	3.57701375	3.92624	2.7421025	3.01017625
ZC3H11B	0.198248875	0.21623925	0.245611625	0.233135025	0.276240625	0.2076937	0.188774513	0.195921638	0.255172375	0.245453525	0.275812325	0.306171125	0.180988325	0.2072977
GLS	6.189205	10.3949525	9.67206125	10.64297875	10.394885	7.4656925	6.14827	5.326135	7.72200125	7.82192625	8.12173	8.735365	6.74167375	6.50887125
MTPAP	1.058371	1.194574375	0.8864375	1.289669875	1.4465375	1.0486545	1.194143875	0.889970375	1.1813065	1.362346125	1.264995125	1.770887125	1.034571	0.966556125
ZNF512	1.373605375	1.064512875	0.9391715	1.29276375	1.097828875	0.957883125	1.04094375	0.83162575	1.1354295	1.1354295	1.494010875	1.494010875	1.14512175	0.98811825
RGPD3	0.322046375	0.410521625	0.386157375	0.53338925	0.50495075	0.392375875	0.368753	0.3349595	0.462770625	0.38820575	0.4876055	0.4644055	0.343887625	0.39815525
NAMPT	10.04069	12.48005625	10.904255	16.6821625	13.3133575	11.83174625	10.577905	8.34586	11.20606125	8.2627175	10.0737225	13.79207625	10.89442125	8.8029975
ATL2	2.4989	2.46840875	2.2239945	4.05217625	4.23795875	2.74487375	2.350442375	1.98765875	2.27246125	2.7421175	2.75019875	2.47172625	1.94319125	3.202625
PTPRJ	1.594688	1.22587425	1.62334625	2.17690625	2.151885	1.73495	1.999416875	1.32717225	2.09987625	2.54435375	2.88218	1.77824	1.69848125	1.7565075
ASF1A	0.766607625	0.94045125	0.908802625	1.241145875	1.032772375	0.731913375	0.8769085	0.809181625	1.252856125	0.80841925	1.30588	1.331720125	1.00722275	1.0415785
MET	4.6234675	5.79489125	5.85563125	6.88199	5.9920475	5.48345375	5.81523625	4.45284375	5.912105	6.64383125	6.11015	7.39637	5.4359025	5.54556375
SNX27	0.871755375	0.779505	0.91386075	0.95754575	0.951285375	0.62830075	0.768949375	0.644439875	0.85463725	0.9058055	0.909181875	1.030167	0.852840625	0.717536375
CHD6	1.1757135	1.0403185	1.424510875	1.707483125	1.626229875	1.15769775	1.491372875	1.30135275	1.372525875	1.47251575	1.2441095	1.917537	1.11526	1.035984
GPBP1	1.53039	1.85244875	1.96284875	2.29786	1.9760025	2.2072125	1.77751875	1.74219375	2.09146625	2.06260125	1.99358125	2.90598375	1.58179375	1.75751
STIP1	33.03825	30.6441625	30.8636875	40.27635	42.91505	36.318625	34.2813625	32.5722125	37.1220875	35.7707625	46.1935375	44.2537625	41.2438875	42.02475
ESRP2	1.282980875	1.355859375	1.442164125	2.2997475	1.66626125	1.216499	1.216499	0.928979125	0.928979125	1.35083775	1.255975875	1.45938175	1.156297125	1.251029625
CACUL1	4.15833	5.48264625	5.75179	8.495895	5.68654625	5.1907675	5.66804875	4.07606625	5.28091625	5.29601125	5.95781625	5.987745	4.44853125	4.66111
SLC35G2	0.687479375	0.907915375	0.824148125	1.304699	1.0505425	0.87208475	0.890138125	0.8140575	0.942069375	0.908089125	0.87660675	0.8672925	0.70427775	0.633533375
LSM14A	7.09952125	8.93670875	9.0164125	8.74069625	10.70139125	8.94519875	9.4295225	8.07521375	8.65039375	10.59325375	7.7089925	13.03851375	9.25357375	8.52057125
AMD1	3.83979125	5.0861125	4.82289625	6.21040375	5.2224075	3.9145225	3.61366	3.162065	4.52615625	4.55561875	4.7521525	5.2989475	4.30857	5.05712
HSPH1	7.13778375	6.78584625	7.0304475	9.11034875	10.4104325	10.26454375	10.44774625	7.1707575	8.8682975	8.51547875	11.1502875	12.85121625	8.02020375	6.985835
NCAPG	3.5772225	3.93548375	3.83638	5.226345	4.135915	3.71669375	3.32022125	3.164805	5.68486125	5.2570075	5.21309	5.97552	2.9609875	3.19658375
BET1	1.6471115	1.1582115	1.4194595	1.88765	2.61056	1.67938	1.361662875	1.389047125	1.5611625	1.575068125	2.38557125	1.536686375	1.227000625	2.224630375
MAP4K5	3.37426	4.301585	3.8642175	5.0699025	4.8048775	4.344595	4.06766	3.6647025	5.28584125	4.8006025	4.9170425	4.940015	4.1889375	4.19109
TMED5	1.636123625	2.2592325	1.8450025	2.58832375	2.53313375	1.89691375	2.382615	1.70010375	2.2406525	2.30541875	2.27995625	2.8195375	1.587915	1.783800125
CEP41	1.14980725	1.147007938	1.144208625	1.568406	1.312853875	1.187747625	1.06797625	1.143882125	1.251705	1.393889	1.035773125	1.69349825	1.37228875	1.05107925
DEDD2	1.537538375	1.321226125	1.32145825	2.3381175	2.4318825	1.221625375	1.080799375	2.0823475	1.89388	1.99371125	1.74	1.766414125	1.659403625	1.177778875
ZC3H4	2.07328	1.841192625	2.2185975	2.22366875	2.47625625	2.0955675	1.498348375	2.04943	2.0761675	2.87385	2.7883	2.79616375	1.960705	1.901246375
COX5B	19.370675	20.04875	20.7651	19.142525	25.0244875	20.676225	20.221675	15.9224625	18.6138375	18.9594875	18.5984125	33.0061375	21.0478375	18.026975
IFI44L	1.118597375	0.847905125	0.976125375	1.767998125	1.135828	0.823119	1.261936	0.771093625	1.10425275	1.30267775	1.083169625	1.52779025	0.83910275	0.9406985
MTBP	0.7385305	0.581306875	0.62745875	0.81800875	0.618248125	0.445023625	0.554363313	0.663703	0.646236563	0.628770125	0.765602875	1.0023955	0.701238375	0.659802
WIBG	2.251725	1.76207625	1.57237375	1.650134375	2.33500625	1.807805	1.650513875	1.6741775	1.549985375	2.132564125	2.445465	2.49294	1.367950125	1.563187875
KIAA0947	4.80557	4.45171125	4.1315775	6.01546625	5.55257	4.36911625	4.8426375	3.45099625	4.81504	4.3239525	5.01108125	7.0267375	4.1140025	4.82899875
ORC5	1.6600125	1.6255335	1.451585	1.496168	2.3085275	1.75085	1.70921	1.447256125	1.59304	1.96590875	2.2285375	2.0814225	1.420021	1.5076025
HERPUD2	0.568926125	0.70326325	0.587185125	0.91569175	0.650346125	0.62815575	0.59249625	0.4467285	0.55867775	0.7705585	0.55073375	0.93913825	0.434589	0.635586
HSP90B3P	0.3279925	0.295425875	0.34142	0.38378575	0.447094375	0.37656675	0.342589625	0.331060375	0.480126375	0.450996063	0.42186575	0.561795	0.474971375	0.446509575
PTP4A2	18.870305	22.1046	18.508475	24.15115	25.6986875	20.2403625	21.3640625	17.2455875	20.4297125	21.120475	23.0015	24.4661375	16.5572	18.91805
GATA2	3.95844125	3.6592025	3.8352325	4.4457325	5.71537	5.0277875	4.0052675	4.1895475	4.05305	5.4903225	5.472655	4.53611375	4.56160625	3.7552925
CNST	0.808947875	0.90524975	0.72969475	1.272060625	1.080985375	0.691747125	0.74561275	0.47078375	0.739349	0.893067875	0.830010313	0.76695275	0.665874	0.822925875
USP32	2.409392875	2.694555	2.376673125	3.51413875	3.8682325	2.285434375	2.38780625	2.21229625	2.541505	2.09256875	2.64844125	2.90952	2.524230375	2.3457825
TRABD2A	3.4067875	3.8151725	3.45155625	5.80676	4.53943375	4.02227625	4.56246	2.95319	3.287595	3.530885	4.0706225	4.29323	3.65652375	3.46937625
PTEN	4.95939625	5.71271625	6.1767875	9.11877	6.43839375	4.940145	4.6050725	4.63314375	5.76300625	5.36436875	6.082768125	6.8011675	4.6719425	4.42949875
FAM104A	2.169131125	2.289215	2.297864125	3.3902925	2.900225	2.6686375	2.008288375	2.233197938	2.4581075	2.48719625	3.02524	1.986336	2.66196125	2.825255
TAF7	2.76800125	2.91578875	2.54873125	3.335135	3.251595	2.70087375	2.851795	2.45956875	3.006765	3.16803125	3.1355	3.55836375	2.4274625	2.29657125
SLC6A15	3.2884775	4.18596	3.76873375	5.97980875	4.36942375	3.2537975	3.549165	2.183605	2.4917925	2.76768125	4.44299875	3.60622625	3.05742875	3.681405
PPP2R5A	0.964636	0.9855775	1.0640935	1.39755975	1.10503875	1.06962425	1.186144125	0.791152875	1.236540625	1.310127875	1.244927625	1.23029375	1.057265625	0.984052875
SDAD1	2.87758875	3.42476125	2.69642125	4.84324375	4.03641875	3.03370125	3.2971475	2.26467875	2.9438425	3.3462375	2.7697825	3.34857625	2.56306875	3.01865875
NEFH	0.36906425	0.328097125	0.364579875	0.287725625	0.326268375	0.40013	0.33392575	0.34095475	0.3635325	0.37299325	0.444990625	0.638766875	0.4504515	0.434047
PDS5A	3.5840725	3.24064625	2.8946575	4.8759975	3.44237375	3.11217125	3.652445	3.07224375	2.81223	3.977045	4.01080125	5.48922625	3.58299625	3.78296
TEX10	1.195481875	1.3189425	1.07706775	1.746430875	1.605425	1.30436	1.059310875	0.90209475	1.0667425	1.001421875	1.079257375	1.6823	0.981955125	1.298582625
GTPBP10	3.16845	2.67524375	2.89572875	3.85307875	3.74818875	2.72489125	3.623545	2.64899625	2.49547875	2.77077125	2.85000625	3.1983875	2.53137	1.999543875
KIAA1279	0.889136375	0.974790375	0.819645625	1.419513125	1.61639975	0.697597375	1.1627285	1.05384275	0.883697125	1.011014625	1.048807375	1.069444625	0.66337675	0.809178125
PICALM	10.26446875	11.5496425	11.74325875	16.548135	14.0052125	11.90467	13.3683925	10.34031125	12.11035125	13.042195	12.7894275	15.162975	11.07006875	11.93515875
FNBP1	2.09769	1.52722375	1.41219875	2.19674825	2.00999625	1.82324425	1.6422635	1.67089125	1.629148375	1.805809	1.97534075	2.1448725	1.419114625	1.457891375
RBPJ	4.1728625	4.43165125	4.221145	7.77049375	3.67936625	3.617295	4.35230875	2.96458875	4.38262625	4.76211625	4.57193875	4.13801	3.94451625	3.76837625
CD109	1.07375375	1.11374675	1.095969375	2.37593625	1.2007525	1.54881975	1.047845125	1.146045	1.319085	1.509981875	1.568387813	1.62679375	1.357022	1.69050375
SUSD5	1.782827625	1.76851475	2.2386475	2.558025625	2.57759875	1.7354475	2.25386025	1.710436125	1.532896875	2.102927125	2.3177925	1.86595925	1.65148775	1.782581875
FAM133DP	1.052230625	0.809254125	0.853158875	1.111401375	1.384780125	0.8334235	0.992371375	0.71270225	1.45125675	1.14171575	1.25105475	1.301300375	0.9172065	0.944243
WWP2	1.5137345	1.83398775	2.111115375	2.42819375	1.565468125	2.22541725	1.796834125	1.704883125	2.199965	2.089931625	2.38728	2.820775	1.993158	2.4482185
HIAT1	1.959463438	1.761513125	1.7307375	2.17047125	2.325185	2.33668125	2.1254525	1.893721	2.7789075	2.38507	2.19229375	3.69552625	2.15741375	1.6938605
ZDHHC11	2.9365875	3.65876625	3.20264	4.203765	5.62814125	4.53733125	3.17394625	3.39637875	2.8856625	4.6356375	4.70510875	4.042345	2.98442375	2.88391625
PPCS	2.88976375	2.92426875	2.7603525	3.66199375	2.47862	2.5992675	2.522115	2.68550375	2.19952	3.49848375	3.6988625	4.00850625	2.85525875	3.12878
SPDL1	7.40123	8.75385125	9.33010125	10.994315	10.3909725	9.8713675	8.95923	7.8981575	11.8400575	11.9232075	10.56039625	11.67390625	7.57936625	7.56773875
TIPRL	3.0420325	2.61309625	2.76857625	2.4732575	3.43639875	2.73940875	2.484785	2.31920375	2.6363125	2.9145325	3.1966925	3.41394125	2.2658225	2.42373125
UEVLD	0.727805875	0.592918125	0.71368875	0.91534525	0.719287125	0.631900625	0.695481063	0.7590615	0.7157395	0.81175475	0.7009475	0.9840095	0.862693625	0.788191188
CLSTN3	1.55662775	2.21468125	1.65847475	1.45966575	2.04008125	1.655722125	1.93667575	1.235381	1.716716625	1.94891875	2.54478375	2.089484	1.922645125	1.130108375
MUM1	3.8415825	2.9172175	2.713695	4.16702125	4.173935	2.6750275	3.3637725	3.2808575	3.171645	3.5909575	3.38383875	4.52427625	3.0926475	2.8469375
